chapter,verse,en,ar
5,17,"And there was no one that triumphed over this people, but when they departed from the worship of the Lord their God.",وَلَمْ يَكُنْ مَنْ يَسْتَهِينُ بِهؤُلاَءِ الشَّعْبِ إِلاَّ إِذَا تَرَكُوا عِبَادَةَ الرَّبِّ إِلهِهِمْ.
5,18,"But as often as beside their own God, they worshipped any other, they were given to spoil, and to the sword, and to reproach.",فَكَانُوا كُلَّمَا عَبَدُوا غَيْرَ إِلهِهِمْ، أُسْلِمُوا لِلْغَنِيمَةِ وَالسَّيْفِ وَالْعَارِ.
5,19,"And as often as they were penitent for having revolted from the worship of their God, the God of heaven gave them power to resist.",وَكُلَّمَا تَابُوا عَنْ تَرْكِهِمْ عِبَادَةَ إِلهِهِمْ، أَتَاهُمْ إِلهُ السَّمَاءِ قُوَّةً لِلْمُدَافَعَةِ،
5,20,"So they overthrew the king of the Chanaanites, and of the Jebusites, and of the Pherezites, and of the Hethites, and of the Hevites, and of the Amorrhites, and all the mighty ones in Hesebon, and they possessed their lands, and their cities:",فَكَسَرُوا أَمَامَهُمْ مُلُوكَ الْكَنْعَانِيِّينَ وَالْيَبُوسِيِّينَ وَالْفِرِزِّيِّينَ وَالْحِثِّيِّينَ وَالْحُوِّيِّينَ وَالأَمُورِيِّينَ وَجَمِيعَ الْجَبَابِرَةِ الَّذِينَ فِي حَشْبُونَ، وَاسْتَحْوَذُوا عَلَى أَرَاضِيهِمْ وَمَدَائِنِهِمْ.
5,21,"And as long as they sinned not in the sight of their God, it was well with them: for their God hateth iniquity.",وَكَانُوا مَا دَامُوا لاَ يَخْطَأُونَ أَمَامَ إِلهِهِمْ يُصِيبُهُمْ خَيْرٌ، لأَنَّ إِلهَهُمْ يُبْغِضُ الإِثْمَ.
5,22,"And even some years ago when they had revolted from the way which God had given them to walk therein, they were destroyed in battles by many nations, and very many of them were led away captive into a strange land.",فَلَمَّا أَنْ حَادُوا قَبْلَ هذِهِ السِّنِينَ عَنِ الطَّرِيقِ الَّتِي أَمَرَهُمُ اللهُ أَنْ يَسْلُكُوهَا، انْكَسَرُوا فِي الْحُرُوبِ أَمَامَ شُعُوبٍ كَثِيرَةٍ وَجُلِيَ كَثِيرُونَ مِنْهُمْ إِلَى أَرْضٍ غَيْرِ أَرْضِهِمْ؛
5,23,"But of late returning to the Lord their God, from the different places wherein they were scattered, they are come together and are gone up into all these mountains, and possess Jerusalem again, where their holies are",غَيْرَ أَنَّهُمْ مِنْ عَهْدٍ قَرِيبٍ قَدْ تَابُوا إِلَى الرَّبِّ إِلهِهِمْ وَاجْتَمَعُوا مِنْ شَتَاتِهِمْ حَيْثُ تَبَدَّدُوا، وَصَعِدُوا إِلَى هذِهِ الْجِبَالِ كُلِّهَا وَعَادُوا فَتَمَلَّكُوا فِي أُورُشَلِيمَ حَيْثُ أَقْدَاسُهُمْ.
5,24,"Now therefore, my lord, search if there be any iniquity of theirs in the sight of their God: let us go up to them, because their God will surely deliver them to thee, and they shall be brought under the yoke of thy power:",وَالآنَ يَا سَيِّدِي انْظُرْ، فَإِنْ كَانَ لأُولئِكَ الشَّعْبِ إِثْمٌ أَمَامَ إِلهِهِمْ فَلْنَصْعَدْ إِلَيْهِمْ، لأَنَّ إِلهَهُمْ يُسَلِّمُهُمْ إِلَيْكَ وَيُسْتَعْبَدُونَ تَحْتَ نِيرِ سُلْطَانِكَ.
5,25,"But if there be no offense of this people in the sight of their God, we can not resist them, because their God will defend them: and we shall be a reproach to the whole earth.",وَإِنْ لَمْ يَكُنْ لأُولئِكَ الشَّعْبِ إِثْمٌ أَمَامَ إِلهِهِمْ فَلاَ طَاقَةَ لَنَا بِهِمْ، لأَنَّ إِلهَهُمْ يُدَافِعُ عَنْهُمْ، فَنَكُونُ عَاراً عَلَى جَمِيعِ وَجْهِ الأَرْضِ».
5,26,"And it came to pass, when Achior had ceased to speak these words, all the great men of Holofernes were angry, and they had a mind to kill him, saying to each other:",فَلَمَّا فَرَغَ أَحْيُورُ مِنْ هذَا الْكَلاَمِ، غَضِبَ جَمِيعُ عُظَمَاءَ أَلِيفَانَا وَهَمُّوا بِقَتْلِهِ قَائِلِينَ بَعْضُهُمْ لِبَعْضٍ:
5,27,"Who is this, that saith the children of Israel can resist king Nabuchodonosor, and his armies, men unarmed, and without force, and without skill in the art of war?",«مَنْ يَقُولُ إِنَّ لِبَنِي إِسْرَائِيلَ طَاقَةً بِمُقَاوَمَةِ الْمَلِكِ نَبُوخَذْنَصَّرَ وَجُيُوشِهِ وَهُمْ قَوْمٌ لاَ سِلاَحَ لَهُمْ وَلاَ قُوَّةَ وَلاَ لَهُمْ خِبْرَةٌ فِي أَمَرِ الْحَرْبِ.
5,28,"That Achior therefore may know that he deceiveth us, let us go up into the mountains: and when the bravest of them shall be taken, then shall he with them be stabbed with the sword:",فَلِكَيْ يَعْلَمَ أَحْيُورُ أَنَّهُ إِنَّمَا يُخَادِعُنَا، نَصْعَدُ الآنَ إِلَى الْجِبَالِ؛ وَإِذَا أُخِذَ جَبَابِرَتُهُمْ، فَحِينَئِذٍ نَجْعَلُهُ مَوْرِداً لِلسَّيْفِ أَيْضاً مَعَهُمْ،
5,29,"That every nation may know that Nabuchodonosor is god of the earth, and besides him there is no other.",حَتَّى تَعْلَمَ كُلُّ أُمَّةٍ أَنَّ نَبُوخَذْنَصَّرَ هُوَ إِلهُ الأَرْضِ وَلاَ إِلهَ غَيْرُهُ».
6,1,"And it came to pass when they had left off speaking, that Holofernes being in a violent passion, said to Achior:",فَلَمَّا فَرَغُوا مِنْ كَلاَمِهِمْ، اشْتَدَّ غَضَبُ أَلِيفَانَا جِدًّا، وَقَالَ لأَحْيُورَ:
6,2,"Because thou hast prophesied unto us, saying: That the nation of Israel is defended by their God, to shew thee that there is no God, but Nabuehodonosor:",«بِمَا أَنَّكَ تَنَبَّأْتَ لَنَا قَائِلاً: إِنَّ شَعْبَ إِسْرَائِيلَ يُدَافِعُ عَنْهُ إِلهُهُ، فَلِكَيْ أُرِيكَ أَنْ لاَ إِلهَ إِلاَّ نَبُوخَذْنَصَّرُ،
6,3,"When we shall slay them all as one man, then thou also shalt die with them by the sword of the Assyrians, and all Israel shall perish with thee:",فَإِنَّا إِذَا ضَرَبْنَاهُمْ كُلَّهُمْ كَرَجُلٍ وَاحِدٍ، فَحِينَئِذٍ أَنْتَ أَيْضاً تَهْلِكُ بِسَيْفِ الأَشُّورِيِّينَ وَجَمِيعُ إِسْرَائِيلَ يَهْلِكُونَ مَعَكَ،
6,4,"And thou shalt find that Nabuchodonosor is lord of the whole earth: and then the sword of my soldiers shall pass through thy sides, and thou shalt be stabbed and fall among the wounded of Israel, and thou shalt breathe no more till thou be destroyed with them.",فَتَعْلَمُ عَنْ خِبْرَةٍ أَنَّ نَبُوخَذْنَصَّرَ هُوَ رَبُّ الأَرْضِ كُلِّهَا، وَحِينَئِذٍ سَيْفُ جَيْشِي يَخْتَرِقُ جَنْبَيْكَ فَتَسْقُطُ طَعِيناً بَيْنَ جَرْحَى إِسْرَائِيلَ وَلاَ يَبْقَى فِيكَ نَسَمَةٌ إِلاَّ رَيْثَمَا تُسْتَأْصَلُ مَعَهُمْ.
6,5,"But if thou think thy prophecy true, let not thy countenance sink, and let the paleness that is in thy face, depart from thee, if thou imaginest these my words cannot be accomplished.",وَإِنْ كُنْتَ تَخَالُ أَنَّ نُبُوَّتَكَ صَادِقَةٌ، فَلاَ يَسْقُطْ وَجْهُكَ، وَلِيُفَارِقْكَ الاِصْفِرَارُ الَّذِي عَلاَ وَجْهَكَ إِنْ كُنْتَ تَظُنُّ أَنَّ كَلاَمِي هذَا لاَ يُمْكِنُ أَنْ يَتِمَّ.
6,6,"And that thou mayst know that thou shalt experience these things together with them, behold from this hour thou shalt be associated to their people, that when they shall receive the punishment they deserve from my sword, thou mayst fall under the same vengeance.",وَلِكَيْ تَعْلَمَ أَنَّكَ تَخْتَبِرُ هذَا مَعَهُمْ، فَهَا إِنَّكَ مِنْ هذِهِ السَّاعَةِ تَنْضَمُّ إِلَى شَعْبِهِمْ، وَإِذَا نَالَهُمْ مِنْ سَيْفِي عُقُوبَةُ مَا اسْتَحَقُّوهُ، فَإِنَّكَ تَكُونُ مَعَهُمْ تَحْتَ طَائِلَةِ الانْتِقَامِ.
6,7,"Then Holofernes commanded his servants to take Achior, and to lead him to Bethulia, and to deliver him into the hands of the children of Israel.",ثُمَّ أَمَرَ أَلِيفَانَا عَبِيدَهُ أَنْ يَقْبِضُوا عَلَى أَحْيُورَ وَيَأْخُذُوهُ إِلَى بَيْتِ فَلْوَى، وَيُسَلِّمُوهُ إِلَى أَيْدِي بَنِي إِسْرَائِيلَ.
6,8,"And the servants of Holofernes taking him, went through the plains: but when they came near the mountains, the slingers came out against them.",فَأَخَذَهُ عَبِيدُ أَلِيفَانَا وَسَارُوا فِي الصَّحْرَاءِ، وَلَمَّا دَنَوْا مِنَ الْجِبَالِ خَرَجَ عَلَيْهِمِ الرُّمَاةُ بِالْمَقَالِيعِ،
6,9,"Then turning out of the way by the side of the mountain, they tied Achior to a tree hand and foot, and so left him bound with ropes, and returned to their master.",فَانْحَازُوا إِلَى جَانِبِ الْجَبَلِ، وَرَبَطُوا أَحْيُورَ إِلَى شَجَرَةٍ بِيَدَيْهِ وَرِجْلَيْهِ، وَبَعْدَ أَنْ رَبَطُوهُ هكَذَا بِالْحِبَالِ تَرَكُوهُ وَرَجَعُوا إِلَى سَيِّدِهِمْ.
6,10,"And the children of Israel coming down from Bethulia, came to him, and loosing him they brought him to Bethulia, and setting him in the midst of the people, asked him what was the matter, that the Assyrians had left him bound.",فَنَزَلَ بَنُو إِسْرَائِيلَ مِنْ بَيْتِ فَلْوَى وَأَتَوْهُ، فَحَلُّوهُ وَأَخَذُوهُ إِلَى بَيْتِ فَلْوَى، وَأَقَامُوهُ فِي وَسْطِ الشَّعْبِ وَسَأَلُوهُ لِمَ تَرَكَهُ الأَشُورِيُّونَ مَرْبُوطاً.
6,11,"In those days the rulers there, were Ozias the son of Micha of the tribe of Simeon, and Charmi, called also Gothoniel.",وَكَانَ فِي تِلْكَ الأَيَّامِ عُزِّيَّا بْنُ مِيخَا مِنْ سِبْطِ شِمْعُونَ، وَكَرْمِي الَّذِي هُوَ عُتْنِيئِيلُ أَمِيرَيْنِ هُنَاكَ.
6,12,"And Achior related in the midst of the ancients, and in the presence of all the people, all that he had said being asked by Holofernes: and how the people of Holofernes would have killed him for this word,",فَتَكَلَّمَ أَحْيُورُ بَيْنَ أَيْدِي الشُّيُوخِ وَبِحَضْرَةِ الْجَمِيعِ بِكُلِّ مَا ذَكَرَهُ عَن سُؤَالِ أَلِيفَانَا لَهُ، وَكَيْفَ هَمَّ قَوْمُ أَلِيفَانَا أَنْ يَقْتُلُوهُ بِسَبَبِ هذَا الْكَلاَمِ.
6,13,"And how Holofernes himself being angry had commanded him to be delivered for this cause to the Israelites: that when he should overcome the children of Israel, then he might command Achior also himself to be put to death by diverse torments, for having said: The God of heaven is their defender.",وَكَيْفَ أَمَرَهُمْ أَلِيفَانَا وَهُوَ مُغْضَبٌ أَنْ يَدْفَعُوهُ إِلَى أَيْدِي الإِسْرَائِيلِيِّينَ، وَفِي قَصْدِهِ أَنَّهُ مَتَى ظَفِرَ بِبَنِي إِسْرَائِيلَ يَأْمُرُ بِقَتْلِ أَحْيُورَ بِضُرُوبٍ مُخْتَلِفَةٍ مِنَ الْعَذَابِ لأَجْلِ أَنَّهُ قَالَ إِنَّ إِلهَ السَّمَاءِ هُوَ الْمُدَافِعُ عَنْهُمْ.
6,14,"And when Achior had declared all these things, all the people fell upon their faces, adoring the Lord, and all of them together mourning and weeping poured out their prayers with one accord to the Lord,",فَلَمَّا قَصَّ عَلَيْهِمْ أَحْيُورُ جَمِيعَ ذلِكَ، خَرَّ الشَّعْبُ كُلُّهُمْ عَلَى وُجُوهِهِمْ سَاجِدِينَ لِلرَّبِّ، وَرَفَعُوا صَلَوَاتِهِمْ إِلَى الرَّبِّ بِالْبُكَاءِ وَالْعَوِيلِ عَامَّةً بِقَلْبٍ وَاحِدٍ،
6,15,"Saying: O Lord God of heaven and earth, behold their pride, and look on our low condition, and have regard to the face of thy saints, and shew that thou forsakes not them that trust on thee, and that thou humblest them that presume of themselves, and glory in their own strength.",قَائِلِينَ: «أَيُّهَا الرَّبُّ إِلهُ السَّمَاءِ وَالأَرْضِ، انْظُرْ إِلَى عُتُوِّهِمْ، وَاِلْتَفِتْ إِلَى تَذَلُّلِنَا، وَلاَ تُغْفِلْ وُجُوهَ قِدِّيسِيكَ، وَأَعْلِنْ أَنَّكَ لَمْ تَتْرُكِ الْمُتَوَكِّلِينَ عَلَيْكَ، وَأَنَّكَ تُذِلُّ الْمُتَوَكِّلِينَ عَلَى أَنْفُسِهِمْ وَالْمُفْتَخِرِينَ بِقُوَّتِهِمْ».
6,16,"So when their weeping was ended, and the peoples prayer, in which they continued all the day, was concluded, they comforted Achior,",وَبَعْدَ هذَا الْبُكَاءِ وَانْقِضَاءِ صَلاَةِ الشَّعْبِ ذلِكَ الْيَوْمَ كُلَّهُ، عَزَّوْا أَحْيُورَ
6,17,"Saying: the God of our fathers, whose power thou hast set forth, will make this return to thee, that thou rather shalt see their destruction.",قَائِلِينَ: «إِلهُ آبَائِنَا الَّذِي أَنْذَرْتَ بِقُوَّتِهِ يَمُنُّ عَلَيْكَ بِهذِهِ الْمُنْيَةِ، أَنْ تَنْظُرَ أَنْتَ هَلاَكَهُمْ،
6,18,"And when the Lord our God shall give this liberty to his servants, let God be with thee also in the midst of us: that as it shall please thee, so thou with all thine mayst converse with us.",وَإِذَا أَتَى الرَّبُّ إِلهُنَا عَبِيدَهُ هذَا الْخَلاَصَ، فَلْيَكُنْ هُوَ إِلهاً لَكَ فِيمَا بَيْنَنَا إِنْ أَحْبَبْتَ أَنْ تَكُونَ مَعَنَا بِأَهْلِكَ كُلِّهِمْ».
6,19,"Then Ozias, after the assembly was broken up, received him into his house, and made him a great supper.",وَلَمَّا انْتَهَتِ الْمَشُورَةُ، أَخَذَه عُزِّيَّا إِلَى بَيْتِهِ وَصَنَعَ لَهُ عَشَاءً عَظِيماً،
6,20,"And all the ancients were invited, and they refreshed themselves together after their fast was over.",وَدَعَا الشُّيُوخَ كُلَّهُمْ، فَأَكَلُوا مَعَهُ بَعْدَ انْقِضَاءِ الصَّوْمِ.
6,21,"And afterwards all the people were called together, and they prayed all the night long within the church, desiring help of the God of Israel.",ثُمَّ دَعَوْا كُلَّ الشَّعْبِ، وَبَاتُوا فِي مَوْضِعِ الاِجْتِمَاعِ يُصَلُّونَ وَيَسْتَغِيثُونَ بِإِلهِ إِسْرَائِيلَ ذلِكَ اللَّيْلَ كُلَّهُ.
7,1,"But Holofernes on the next day gave orders to his army, to go up against Bethulia.",وَفِي الْيَوْمِ الثَّانِي أَمَرَ أَلِيفَانَا جَمِيعَ عَسْكَرِهِ أَنْ يَزْحَفُوا عَلَى بَيْتِ فَلْوَى،
7,2,"Now there were in his troops a hundred and twenty thousand footmen, and two and twenty thousand horsemen, besides the preparations of those men who had been taken, and who had been brought away out of the provinces and cities of all the youth.",وَكَانَ رَجَّالَةُ الْحَرْبِ مِئَةً وَعِشْرِينَ أَلْفاً، وَالْفُرْسَانُ اثْنَيْنِ وَعِشْرِينَ أَلْفاً، مَا خَلاَ الرِّجَالَ الْمَجْلُوِّينَ وَجَمِيعَ الْفِتْيَانِ الَّذِينَ اسْتَصْحَبَهُمْ مِنَ الأَقَالِيمِ وَالْمُدُنِ.
7,3,"All these prepared themselves together to fight against the children of Israel, and they came by the hillside to the top, which looketh toward Dothain, from the place which is called Behlma, unto Chelmon, which is over against Esdrelon.",فَتَأَهَّبَ جَمِيعُهُمْ لِمُقَاتَلَةِ بَنِي إِسْرَائِيلَ، وَجَاءُوا مِنْ جَانِبِ الْجَبَلِ إِلَى الْقِمَّةِ الَّتِي تَنْظُرُ إِلَى دُوتَانَ مِنَ الْمَوْضِعِ الَّذِي يُقَالُ لَهُ بَلْمَا إِلَى قَلِيمُونَ الَّتِي قُبَالَةَ يَزْرَعِيلَ.
7,4,"But the children of Israel, when they saw the multitude of them, prostrated themselves upon the ground, putting ashes upon their heads, praying with one accord, that the God of Israel would shew his mercy upon his people.",فَلَمَّا رَأَى بَنُو إِسْرَائِيلَ كَثْرَتَهُمْ، خَرُّوا عَلَى الأَرْضِ وَحَثَوُا الرَّمَادَ عَلَى رُؤُوسِهِمْ، وَصَلَّوْا بِقَلْبٍ وَاحِدٍ إِلَى إِلهِ إِسْرَائِيلَ لِيُظْهِرَ رَحْمَتَهُ عَلَى شَعْبِهِ،
7,5,"And taking their arms of war, they posted themselves at the places, which by a narrow pathway lead directly between the mountains, and they guarded them all day and night.",ثُمَّ أَخَذَ كُلُّ رَجُلٍ سِلاَحَهُ وَأَقَامُوا فِي الأَمَاكِنِ الْمُفْضِيَةِ إِلَى الْمَضِيقِ بَيْنَ الْجِبَالِ، وَلَمْ يَزَالُوا حَارِسِينَ كُلَّ النَّهَارِ وَاللَّيْلِ.
7,6,"Now Holofernes, in going round about, found that the fountains which supplied them with water, ran through an aqueduct without the city on the south side: and he commanded their aqueduct to he cut off.",وَلَمَّا كَانَ أَلِيفَانَا يَطُوفُ فِي الأَرْضِ، وَجَدَ الْعَيْنَ الَّتِي كَانَتْ تَجْرِي إِلَى دَاخِلِ الْمَدِينَةِ مِنْ نَاحِيَةِ الْجَنُوبِ لَهَا قَنَاةٌ خَارِجَ الْمَدِينَةِ، فَأَمَرَ أَنْ يَقْطَعُوا الْقَنَاةَ.
7,7,"Nevertheless there were springs not far from the walls, out of which they were seen secretly to draw water, to refresh themselves a little rather than to drink their fill.",وَكَانَتْ عُيُونٌ أُخَرُ عَلَى قُرْبٍ مِنَ السُّورِ كَانُوا يَخْرُجُونَ فَيَسْتَقُونَ مِنْهَا خُفْيَةً لِكَيْ يَكْسِرُوا حِدَّةَ عَطَشِهِمْ وَإِنْ كَانُوا لاَ يَرْتَوُونَ.
7,8,"But the children of Ammon and Moab came to Holofernes, saying: The children of Israel trust not in their spears, nor in their arrows, but the mountains are their defense, and the steep hires and precipices guard them.",فَتَقَدَّمَ بَنُو عَمُّونَ وَمُوآبَ إِلَى أَلِيفَانَا وَقَالُوا لَهُ: «إِنَّ بَنِي إِسْرَائِيلَ لاَ يَتَّكِلُونَ عَلَى الرُّمْحِ وَالسَّهْمِ، وَلكِنَّ الْجِبَالَ تَزِرُهُمْ وَالتِّلاَلَ الَّتِي بَيْنَ الْهُوَى تُحَصِّنُهُمْ.
7,9,"Wherefore that thou mayst overcome them without joining battle, set guards at the springs that they may not draw water out of them, and thou shalt destroy them without sword, or at least being wearied out they will yield up their city, which they suppose, because it is situate in the mountains, to be impregnable.",فَالآنَ حَتَّى تَظْفَرَ بِهِمْ بِلاَ قِتَالٍ، أَقِمْ أَرْصَاداً عَلَى الْيَنَابِيعِ لِئَلاَّ يَسْتَقُوا مِنْهَا مَاءً فَتَقْتُلَهُمْ بِغَيْرِ سَيْفٍ، أَوْ يُلْجِئَهُمْ مَا يَصِيرُونَ إِلَيْهِ مِنَ الضَّنْكِ أَنْ يُسَلِّمُوا مَدِينَتَهُمُ الَّتِي يَعُدُّونَهَا مَنِيعَةً مِنْ أَجْلِ أَنَّهَا عَلَى الْجِبَالِ».
7,10,"And these words pleased Holofernes, and his officers, and he placed all round about a hundred men at every spring.",فَأُعْجِبَ أَلِيفَانَا وَسَائِرُ عَبِيدِهِ بِهذَا الْكَلاَمِ، فَجَعَلَ أَرْصَاداً عَلَى الْعُيُونِ مِنْ أَصْحَابِ الْمِئَةِ عَلَى كُلِّ عَيْنٍ مِنْ جَمِيعِ الْجِهَاتِ.
7,11,"And when they had kept this watch for full twenty days, the cisterns, and the reserve of waters failed among all the inhabitants of Bethulia, so that there was not within the city, enough to satisfy them, no not for one day, for water was daily given out to the people by measure.",فَأَقَامُوا عَلَى هذِهِ الْمُحَافَظَةِ عِشْرِينَ يَوْماً حَتَّى جَفَّتْ مِيَاهُ آبَارِ بَيْتَ فَلْوَى وَحِيَاضِهَا بِأَسْرِهَا حَتَّى لَمْ يَكُنْ فِي دَاخِلِ الْمَدِينَةِ مَا يُرْوِيهِمْ يَوْماً وَاحِداً لأَنَّ الْمَاءَ كَانَ يُعْطَى لِلشَّعْبِ كُلَّ يَوْمٍ بِمِقْدَارٍ.
7,12,"Then all the men and women, young men, and children, gathering themselves together to Ozias, all together with one voice,",حِينَئِذٍ اجْتَمَعَ عَلَى عُزِّيَّا جَمِيعُ الرِّجَالِ وَالنِّسَاءِ وَالشُّبَّانِ وَالأَطْفَالِ وَكُلُّهُمْ بِصَوْتٍ وَاحِدٍ
7,13,"Said: God be judge between us and thee, for thou hast done evil against us, in that thou wouldst not speak peaceably with the Assyrians, and for this cause God hath sold us into their hands.",وَقَالُوا: «يَحْكُمُ اللهُ بَيْنَنَا وَبَيْنَكَ، فَإِنَّكَ قَدْ جَنَيْتَ عَلَيْنَا شُرُوراً إِذْ أَبَيْتَ أَنْ تُخَاطِبَ الأَشُّورِيِّينَ بِالْمُسَالَمَةِ، وَلِذلِكَ بَاعَنَا اللهُ إِلَى أيْدِيهِمْ؛
7,14,"And therefore there is no one to help us, while we are cast down before their eyes in thirst, and sad destruction.",وَالآنَ فَإِنَّهُ لَيْسَ لَنَا مِنْ نَصِيرٍ، وَلَكِنَّا نُصْرَعُ أَمَامَ عُيُونِهِمْ مِنْ قِبَلِ الْعَطَشِ وَالدَّمَارِ الْعَظِيمِ.
7,15,"And now assemble ye all that are in the city, that we may of our own accord yield ourselves all up to the people of Holofernes.",فَالآنَ ادْعُوا جَمِيعَ مَنْ فِي الْمَدِينَةِ وَلْنَسْتَسْلِمْ بِأَجْمَعِنَا إِلَى أَصْحَابِ أَلِيفَانَا مِنْ تِلْقَاءِ أَنْفُسِنَا،
7,16,"For it is better, that being captives we should live and bless the Lord, than that we should die, and be a reproach to all flesh, after we have seen our wives and our infants die before our eyes.",فَخَيْرٌ لَنَا أَن نُبَارِكَ الرَّبَّ وَنَحْنُ أَحْيَاءٌ فِي الْجَلاَءِ مِنْ أَنْ نَمُوتَ وَنَكُونَ عَاراً عِنْدَ جَمِيعِ الْبَشَرِ بَعْدَ أَنْ نَكُونَ عَايَنَّا نِسَاءَنَا وَأَطْفَالَنَا يَمُوتُونَ أَمَامَنَا.
7,17,"We call to witness this day heaven and earth, and the God of our fathers, who taketh vengeance upon us according to our sins, conjuring you to deliver now the city into the hand of the army of Holofernes, that our end may be short by the edge of the sword, which is made longer by the drought of thirst.",وَنَسْتَحْلِفُكُمُ الْيَوْمَ بِالسَّمَاءِ وَالأَرْضِ وَبِإِلهِ آبَائِنَا الَّذِي يَنْتَقِمُ مِنَّا بِحَسَبِ خَطَايَانَا، أَنْ تُسَلِّمُوا الْمَدِينَةَ إِلَى أَيْدِي جَيْشِ أَلِيفَانَا فَيُقْضَى أَجَلُنَا سَرِيعاً بِحَدِّ السَّيْفِ وَلاَ يَتَمَادَى فِي أُوَارِ الْعَطَشِ».
7,18,"And when they had said these things, there was great weeping and lamentation of all in the assembly, and for many hours with one voice they cried to God, saying:",فَلَمَّا قَالُوا هذَا حَدَثَ بُكَاءٌ وَعَوِيلٌ عَظِيمٌ فِي الْجَمَاعَةِ كُلِّهَا، وَصَرَخُوا إِلَى اللهِ بِصَوْتٍ وَاحِدٍ سَاعَاتٍ كَثِيرَةً قَائِلِينَ:
7,19,"We have sinned with our fathers we have done unjustly, we have commited iniquity:",«قَدْ خَطِئْنَا نَحْنُ وَآبَاؤُنَا وَصَنَعْنَا الظُّلْمَ وَالإِثْمَ،
7,20,"Have thou mercy on us, because thou art good, or punish our iniquities by chastising us thyself, and deliver not them that trust in thee to a people that knoweth not thee,",ارْحَمْنَا لأَنَّكَ رَحِيمٌ أَوْ فَانْتَقِمْ عَنْ آثَامِنَا بِأَنْ تُعَاقِبَنَا أَنْتَ وَلاَ تُسَلِّمَ الْمُعْتَرِفِينَ بِكَ إِلَى شَعْبٍ لاَ يَعْرِفُكَ
7,21,That they may not say among the gentiles: Where is their God?,لِئَلاَّ يُقَالَ فِي الأُمَمِ أَيْنَ إِلهُهُمْ»؟
7,22,"And when being wearied with these cries, and tired with these weepings, they held their peace,",ثُمَّ إِنَّهُمْ كَلُّوا مِنَ الصُّرَاخِ وَخَارُوا مِنَ الْبُكَاءِ، فَسَكَتُوا.
7,23,"Ozias rising up all in tears, said: Be of good courage, my brethren, and let us wait these five days for mercy from the Lord.",فَقَامَ عُزِّيَّا وَدُمُوعُهُ سَائِلَةٌ وَقَالَ لَهُمْ: «كُونُوا طَيِّبِي الْقُلُوبِ يَا إِخْوَتِي وَلْنَنْتَظِرْ رَحْمَةً مِنْ لَدُنِ الرَّبِّ هذِهِ الْخَمْسَةَ الأَيَّامَ،
7,24,"For perhaps he will put a stop to his indignation, and will give glory to his own name.",فَلَعَلَّهُ يَكُفُّ غَضَبَهُ وَيُقِيمُ مَجْداً لاسْمِهِ
7,25,"But if after five days be past there come no aid, we will do the things which you leave spoken.",فَإِذَا انْقَضَتْ خَمْسَةُ أَيَّامٍ وَلَمْ تَأْتِنَا مَعُونَةٌ فَعَلْنَا مَا تَقُولُونَ».
8,1,"Now it came to pass, when Judith a widow had heard these words, who was the daughter of Merari, the son of Idox, the son of Joseph, the son of Ozias, the son of Elai, the son of Jamnor, the son of Gedeon, the son of Raphaim, the son of Achitob, the son of Melehias, the son of Enan, the son of Nathanias, the son of Salathiel, the son of Simeon, the son of Ruben:",وَلَمَّا سَمِعَتْ هذَا الْكَلاَمَ يَهُودِيتُ الأَرْمَلَةُ، وَهِيَ بِنْتُ مَرَارِي بْنِ إِيدُوسَ ابْنِ يُوسُفَ بْنِ عُزِّيَّا بْنِ أَلاَيَ بْنِ يَمْنُورَ بْنِ جِدْعُونَ بْنِ رَفَائِيمَ بْنِ أَحِيطُوبَ بْنِ مَلْكِيَّا ابْنِ عَانَانَ بْنِ نَتَنْيَا بْنِ شَأَلْتِئِيلَ بْنِ شِمْعُونَ بْنِ رَأُوبِيْنَ،
8,2,"And her husband was Manasses, who died in the time of the barley harvest:",وَكَانَ بَعْلُهَا مَنَسَّى وَقَدْ مَاتَ فِي أَيَّامِ حَصَادِ الشَّعِيرِ،
8,3,"For he was standing over them that bound sheaves in the field ; and the heat came upon his head, and he died in Bethulia his own city, and was buried there with his fathers.",لأَنَّهُ كَانَ يَحُثُّ رَابِطِي الْحُزَمِ فِي الْحَقْلِ فَصَخَدَ الْحَرُّ رَأْسَهُ فَمَاتَ فِي بَيْتِ فَلْوَى مَدِينَتِهِ وَقُبِرَ هُنَاكَ مَعَ آبَائِهِ،
8,4,And Judith his relict was a widow now three years and six months.,وَكَانَتْ يَهُودِيتُ قَدْ بَقِيَتْ أَرْمَلَةً مُنْذُ ثَلاَثِ سِنِينَ وَسِتَّةِ أَشْهُرٍ،
8,5,"And she made herself a private chamber in the upper part of her house, in which she abode shut up with her maids.",وَكَانَتْ قَدْ هَيَّأْتْ لَهَا فِي أَعْلَى بَيْتِهَا غُرْفَةً سِرِّيَّةً وَكَانَتْ تُقِيمُ فِيهَا مَعَ جَوَارِيهَا وَتُغْلِقُهَا،
8,6,"And she wore haircloth upon her loins, and fasted all the days of her life, except the sabbaths, and new moons, and the feasts of the house of Israel.",وَكَانَ عَلَى حَقْوَيْهَا مِسْحٌ وَكَانَتْ تَصُومُ جَمِيعَ أَيَّامِ حَيَاتِهَا مَا خَلاَ السُّبُوتَ وَرُؤُوسَ الشُّهُورِ وَأَعْيَادَ آلِ إِسْرَائِيلَ،
